,verb,noun,seq
2013,,,What is the main finding in the right testis?
2014,,,What are the inclusions in the image?
2015,,,Are there any differences between the control group and the other groups?
2016,,,What is the abnormality in the muscles?
2017,observe,,What changes are observed on day 18?
2018,,,What about histologic subtypes?
2019,,,Are there any abnormalities in the muscle?
2020,,,Is there any improvement in the left ventricular apex?
2021,,,What is the purpose of the Toluidine blue stain?
2022,suggest,,What does a widened superior mediastinum suggest?
2023,,,What does the image show about the patient's response to nivolumab?
2024,,,What could be the cause of these lymphadenopathies?
2025,indicate,,What does the midline shift indicate?
2026,,,What does the early postoperative CT scan show?
2027,,,What is the calcified structure in the image?
2028,,,What are the T2-hyperintensities?
2029,,,Where is the cyst located?
2030,,,What is the treatment mentioned?
2031,divide,,How is the lung tissue divided?
2032,compare,,What is being compared between these two techniques?
2033,,,Is there any calcification present?
2034,include,,What kind of patient metadata is included?
2035,indicate,,What does leukocytoclastic vasculitis indicate?
2036,mean,,What does the degree of histological differentiation mean?
2037,,,Is there any unerupted tooth involved?
2038,,,What is the purpose of the MRI observation experiment?
2039,say,,What can you say about the kidneys in the image?
2040,,,What are the tumor cells like?
2041,show,,What types of intracranial hemorrhages are shown in the image?
2042,say,,What can you say about the appearance of the tumor mass?
2043,,,What is the function of the orbicularis oculi muscle?
2044,discover,,What incidental finding was discovered?
2045,,,What is the cause of the fracture?
2046,focus,,What disease is the study focused on?
2047,find,,What was found during the surgery?
2048,stand,,What does KA stand for?
2049,represent,,What does the line inside the box represent?
2050,show,,What part of the stomach is shown?
2051,,,What is the magnification of the analysis?
2052,look,,What do the ground glass opacities look like on the CT scan?
2053,observe,,What type of differentiation is observed?
2054,mean,,What does it mean when the liver is occupying the right hemithorax?
2055,,,What is the position of the ultrasound probe?
2056,,,What are the main findings of this study?
2057,,,What are some of the novel potential therapies targeting tumor-associated macrophages?
2058,occluder,,What is the Amplatzer septal occluder?
2059,,,What is the trend of the graph?
2060,,,Were all the additional lesions malignant?
2061,,,What are the main sources of lipid accumulation in NAFLD?
2062,use,feature,How does the learning algorithm use the extracted features?
2063,appear,,How do WMH appear on T1-weighted images?
2064,,,What is the main finding in the left lower lobe?
2065,identify,,How can lymphovascular invasion be identified in the stained sections?
2066,,,What is the purpose of the horizontal bars in the panels?
2067,,,What type of MRI view is on the left side?
2068,,,What are the two cortical regions of interest in the lower row?
2069,,,What is the bifid odontoid?
2070,,,What is the MRI technique used in this image?
2071,,,What is the purpose of immunostaining?
2072,remove,background,How does the UATransNet framework remove irrelevant background from MRI images?
2073,,,What is the chorda tympani nerve?
2074,indicate,,What do the tick marks indicate?
2075,,,What is the grey structure in the image?
2076,represent,,What do the white dotted lines represent?
2077,,,What are the time points being evaluated?
2078,detect,,What types of cells are being detected in this image?
2079,,,Are there any comparisons being made in the image?
2080,,,What are the relationships shown in the figure?
2081,,,How does the framework help in MR images?
2082,look,,What does the aneurysm look like in the image?
2083,indicate,,What could the nodules indicate?
2084,,,How long after the admission was this MRI taken?
2085,,,Is the appendix normal or abnormal in this image?
2086,assess,,What tissues are being assessed in the image?
2087,,,What are the different layers of the aortic wall?
2088,see,,What type of inflammation is seen in the histopathologic sections?
2089,indicate,,What could this increased signal intensity indicate?
2090,use,,What type of analysis is being used?
2091,break,,Is the tumor mass breaking through the serous layer?
2092,compare,,What are the two types of rats being compared in the image?
2093,,,What is perihilar edema?
2094,use,,Can this method be used for any type of surgery?
2095,,,Are there any other cancers in the family?
2096,,,What is the purpose of the black dashed lines?
2097,,,Is the magnification high or low?
2098,,,Are there any abnormalities in the images?
2099,,,What is the covering layer of the polyp?
2100,stand,,What does LND stand for?
2101,,,What is the junctional zone?
2102,consider,,What factors are considered for empirical treatment?
2103,,,What is the main intervention in this trial?
2104,show,,What breeds of dogs are shown in the MRI images?
2105,,,What are the different fascicles labeled in the image?
2106,,,What is the function of the pancreatic ducts?
2107,,,What are the abnormalities seen in the image?
2108,,,What was the result of the transbronchial biopsy?
2109,sample,,How were the lung tissues sampled?
2110,,,What is the purpose of these maps?
2111,,,What is the main finding in the upper right lung?
2112,,,What type of MRI view is it?
2113,,,What is a Jackson-Pratt?
2114,,,What are the different samples shown in the image?
2115,say,,What can you say about the cysts in the image?
2116,say,,What can you say about the bone defect?
2117,indicate,lining,What does the lymphatic endothelium lining the cyst wall indicate?
2118,,,What are the atypical cell clusters?
2119,,,What is the specific name of the benign lesion?
2120,,,What is the difference between Mycobacterium tuberculosis and nontuberculous mycobacteria?
2121,,,What could be the possible causes of this increased thickness of texture in the lungs?
2122,,,What could be the reason for the resolution of the lesion?
2123,,,What is the eosinophilic material?
2124,,,What are the layers visible in the image?
2125,,,What can a chest X-ray show after an operation?
2126,,,What is the purpose of this meta-analysis?
2127,,,What is the purpose of calculating the bone tunnel area?
2128,show,,What type of tumors are shown in the images?
2129,,,What is the purpose of a subchronic toxicity study?
2130,reveal,,What does SERCA1 immunohistochemistry reveal?
2131,compare,,What are the two artificial photoperiods being compared?
2132,,,What are the two MRI phenotypes mentioned?
2133,mean,,What does histology mean in this context?
2134,,,Is it common to find masses in the lung?
2135,,,What is the main focus of the graph?
2136,depict,,What organ is depicted in the image?
2137,,,What is an ascending thoracic aneurysm?
2138,,,What could be the possible complications of a foreign body in the chest?
2139,compare,,How does the performance of the centralized classifier compare to the decentralized neural network classifier?
2140,infer,,What can you infer about the histological entities?
2141,,,What is the purpose of immune deconvolution using CIBERSORT?
2142,,,What is the purpose of segmenting CT images into different regions of interest?
2143,identify,hydropneumothorax,How can you identify a hydropneumothorax on a chest x-ray?
2144,do,,What does the chest X-ray show on day 7?
2145,,,Is there anything unusual in the left lung field?
