,verb,noun,seq
3179,,,Are there any other significant features in these chest X-rays?
3180,tell,,What can you tell me about the SPIO@dextran nanoparticle-labeled cells?
3181,describe,appearance,Can you describe the appearance of the corpus callosum in this image?
3182,,,What are the most significant parts of the second sub-figure showing the UV irradiated eye tissue?
3183,identify,lvad,How can I identify the LVAD in the image?
3184,,,How about the MRI images? What is their modality?
3185,describe,difference,Can you describe any differences between the two images?
3186,describe,appearance,Can you describe the appearance of the focal desquamation of germ cells in the tubules?
3187,describe,shape,Can you describe the shape and size of the mass in the image?
3188,describe,shadow,Can you describe the transcatheter aortic valve replacement valve shadow in the image?
3189,compare,,How do the images of the organs treated with DOX compare to those treated with M-MZNs-DOX in the absence of a magnetic field?
3190,,,What about the right panel? How does it compare to the middle panel?
3191,,,What about the most distinctive elements in sub-figure (b)?
3192,describe,abscess,Can you describe the intracranial supraorbital abscess in the right sub-figure?
3193,look,,What does the RT ACA infarct look like in the image?
3194,describe,appearance,Can you describe the appearance of the remote myocardium section?
3195,appear,,How does the middle cranial fossa (MCF) appear in the CT scan?
3196,describe,appearance,Can you describe the appearance of the fracture-dislocation in the lateral X-ray view?
3197,describe,,Can you describe the sub-figure related to ADC at the hours time point?
3198,,,What about the lower inset? Can you describe it in more detail?
3199,look,,What does the cavitary lesion with air-crescent sign look like?
3200,,,What is the focus of sub-figure D?
3201,tell,,Can you tell me more about the PAS staining in the kidney section?
3202,describe,sub,Can you describe the MBP sub-figure?
3203,,,What is the role of Leydig cells (LC) in this image?
3204,,,Is there any other notable feature in the image besides the infarction?
3205,explain,result,"Can you explain the segmentation results for FCM (I,J)?"
3206,,,What is the main feature in the last image?
3207,tell,,"Finally, tell me about the multi-slice coronal PD MR images with blue dose overlay."
3208,,,Are the lesions more lytic or blastic in nature?
3209,,,Is there any indication of surrounding tissue involvement?
3210,,,What about the differences between sub-figures C and D?
3211,look,,How does the staining pattern look in the sub-figure for LNCaP-652 primary tumor (L-652-T)?
3212,identify,zone,How can I identify the upper zone of the left lung in the image?
3213,,,What about the liver histology in sub-figure (d)?
3214,describe,image,Can you describe the axial CT image in more detail?
3215,look,,How do the renal cysts look in the image?
3216,describe,appearance,Can you describe the appearance of the hydrocephalus in the image?
3217,observe,,What changes can be observed in the day 6 X-ray?
3218,describe,appearance,Can you describe the appearance of the necrotic collections?
3219,describe,improvement,Can you describe the improvements seen in the PILO+LPS+Celecoxib rats (G5)?
3220,look,,How does the cosmetic result look in the image?
3221,stand,,What stands out or draws attention in the CT scan of the abdomen?
3222,describe,appearance,Can you describe the appearance of the left hepatic lobe lesion in the FDG-PET/CT image?
3223,tell,,Tell me more about sub-figure (H).
3224,,,Are there any other significant findings in the image besides the neoplasm?
3225,look,,How do the necrotic keratinocytes look in the image?
3226,affect,tissue,How does the enhanced growth affect the surrounding tissues in the image?
3227,look,,How do the abdominal wall layers look in the image?
3228,,,Are there any noticeable trends or patterns in the patient outcomes in sub-figure (a)?
3229,describe,step,Can you describe the first step in the algorithm?
3230,tell,,What can you tell me about the Hematoxylin/Eosin-stained section in the sub-figures?
3231,,,And what about sub-figure (d)?
3232,look,,How does the barely patent lumen look in the image?
3233,describe,appearance,Can you describe the appearance of the coin lesion in more detail?
3234,,,Are there any visible signs of postpartum complications in the image?
3235,tell,,Can you tell me more about the SHAM sub-figure?
3236,appear,,How do the electrodes appear in the x-ray?
3237,provide,detail,Can you provide more details about the FDG uptake in the lower panel on the left?
3238,describe,appearance,Can you describe the appearance of the undifferentiated carcinoma cells in the image?
3239,look,,How does the cardiac dilatation look in the image?
3240,indicate,uptake,How does the 68-Ga-DOTANOC PET-CT scan on the right side of the image indicate increased uptake in the abdominal mass?
3241,,,What about the axillary X-ray? Can you describe it?
3242,describe,e,"Finally, can you describe sub-figure E'?"
3243,,,How is the quantification done in the fifth step?
3244,differentiate,,How can we differentiate between acquired and congenital diverticulum based on this image?
3245,describe,difference,Can you describe the differences between the day 6 and day 27 images?
3246,identify,calcification,How can I identify the calcifications in the lymph nodes?
3247,tell,,And what can you tell me about the sub-figure of the cerebellum after 6 months of exposure to the control group?
3248,,,Are there any other significant structures visible in the x-ray?
3249,,,Are the masses located in a specific area of the pelvis or scattered throughout?
3250,have,snr,Which sub-figure has the lowest SNR?
3251,explain,opacity,Can you explain the right upper lobe opacity in more detail?
3252,describe,positioning,Can you describe the positioning of the superior mesenteric vein and artery in sub-figure A?
3253,describe,content,Can you describe the content of sub-figures a1-a3?
3254,appear,,How does the remnant paravertebral enhancing mass appear in the image?
3255,,,Are there any signs of compression on the spinal cord?
3256,describe,feature,"Finally, can you describe the unique features in sub-figure (d)?"
3257,describe,appearance,Can you describe the appearance of the os odontoideum in the image?
3258,look,,How do the irregularly spaced vessels look in the image?
3259,represent,,How is δt represented in the image?
3260,,,How about sub-figure (E)? What does it show?
3261,observe,,What differences can be observed between the control group and the rats given Yaji in terms of the spermatogenic cell series?
3262,describe,image,Can you describe the center image?
3263,do,,How does the edema of the right psoas muscle look in the image?
3264,,,How many sub-figures are in this image?
3265,,,What about the fibrosis? How does it appear in the image?
